storeName,storeAddress,avgRating,nrReviews,priceCategory,CousineType,all_ranks,all_ratings
Kontikibar og Færgen Ellen,"Takkelloftvej 1z, Copenhagen 1437 Denmark",4.0,43,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#561 of 840 European in Copenhagen', '#896 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 3.5), ('Value', 4.0)]"
Den Lykkelige Familie,"Englandsvej 32, Copenhagen 2300 Denmark",4.5,15,$,['Chinese'],"['#16 of 45 Chinese in Copenhagen', '#897 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 5.0)]"
Bryggen 89,"Havneholmen 5 Fisketorvet – Copenhagen Mall, Copenhagen 1561 Denmark",4.0,33,$$ - $$$,"['Steakhouse', 'Fast Food', 'Mediterranean']","['#27 of 32 Steakhouse in Copenhagen', '#898 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Sushi Saiko,"Sankt Annae Gade 3B, Copenhagen 1416 Denmark",3.5,66,$$ - $$$,"['Kyoto cuisine', 'Kyushu cuisine', 'Vegetarian Friendly']","['#1 of 1 Kyoto cuisine in Copenhagen', '#899 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Lele Street Kitchen,"Frederiksborggade 21 Torvehallerne, Hal 2, Copenhagen 1360 Denmark",4.0,30,$,"['Asian', 'Vietnamese', 'Street Food']","['#146 of 226 Asian in Copenhagen', '#900 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Pizzeria 54,"Sonder Boulevard 54 Vesterbro, Copenhagen Denmark",4.0,18,$$ - $$$,"['Italian', 'Pizza']","['#125 of 238 Italian in Copenhagen', '#901 of 1,971 Restaurants in Copenhagen']",[]
Restaurant G,"Ny Carlsberg Vej 38 Hjørnet af Vesterfælledvej og Ny Carlsberg Vej, Copenhagen 1760 Denmark",3.5,50,$$ - $$$,[],"['#902 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Karmaman Foodmarket,"Frederiksberg Alle 31, Frederiksberg, Copenhagen 1820 Denmark",3.5,63,$$ - $$$,"['French', 'Mediterranean', 'European']","['#6 of 13 French in Frederiksberg', '#56 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 3.0), ('Value', 4.0)]"
Jensens Boefhus Copenhagen (Axeltorv),"Axeltorv 6, Copenhagen 1609 Denmark",3.0,365,$$ - $$$,"['Steakhouse', 'Barbecue', 'European']","['#28 of 32 Steakhouse in Copenhagen', '#903 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 2.5)]"
Søcafeen,"Vesterbrogade 3 Tivoli, Copenhagen 1630 Denmark",3.5,125,$$ - $$$,"['Bar', 'European', 'Pub']","['#106 of 177 Bar in Copenhagen', '#904 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Cafe du Nord,"Istedgade 12, Copenhagen 1650 Denmark",4.0,28,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#565 of 840 European in Copenhagen', '#905 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.0)]"
Cantinos,"Tagensvej 204, Copenhagen 2400 Denmark",4.5,9,$$ - $$$,['Pizza'],"['#66 of 150 Pizza in Copenhagen', '#906 of 1,971 Restaurants in Copenhagen']",[]
Gasoline Grill,"Ved Vesterport 2, Copenhagen 1612 Denmark",4.0,18,$,['Fast Food'],"['#82 of 149 Fast Food in Copenhagen', '#907 of 1,971 Restaurants in Copenhagen']",[]
Brewers inc,"Gormsgade 25, Copenhagen 2200 Denmark",5.0,9,,"['Brew Pub', 'European', 'Pub', 'Danish']","['#9 of 16 Brew Pub in Copenhagen', '#908 of 1,971 Restaurants in Copenhagen']",[]
Fish 'n' chips tivoli,"Tivoli, Copenhagen Denmark",3.5,69,$,"['Seafood', 'Fast Food']","['#56 of 82 Seafood in Copenhagen', '#909 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 3.0)]"
Lanes and Louges,"Englandsvej 337, 2770 Kastrup, Copenhagen Denmark",4.0,29,$$ - $$$,[],"['#910 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 3.5)]"
The Fat Greek,"Gothersgade 8F Boltens Food Court, Copenhagen 1123 Denmark",4.0,15,$,"['Mediterranean', 'Greek', 'Grill']","['#77 of 109 Mediterranean in Copenhagen', '#911 of 1,971 Restaurants in Copenhagen']",[]
Gorm's Ørestaden,"Oerestads Boulevard 102B, Copenhagen 2300 Denmark",3.5,189,$$ - $$$,"['Italian', 'Pizza', 'Vegetarian Friendly']","['#126 of 238 Italian in Copenhagen', '#912 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Bojesen,"Tower of Christiansborg Palace, Copenhagen Denmark",4.5,15,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#568 of 840 European in Copenhagen', '#913 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Phago,"Faelledvej 15 Tv, Copenhagen 2200 Denmark",5.0,8,$,['Mediterranean'],"['#78 of 109 Mediterranean in Copenhagen', '#914 of 1,971 Restaurants in Copenhagen']",[]
Sasaa,"Blaagaardsgade 2A, Copenhagen 2200 Denmark",4.5,11,$,['African'],"['#3 of 9 African in Copenhagen', '#915 of 1,971 Restaurants in Copenhagen']",[]
Maison,"Dronningens Tvaergade 43, Copenhagen 1302 Denmark",4.5,14,$$ - $$$,[],"['#916 of 1,971 Restaurants in Copenhagen']",[]
Mirabelle,"Guldbergsgade 29, Copenhagen 2200 Denmark",3.5,203,$$ - $$$,"['European', 'Vegetarian Friendly', 'Vegan Options']","['#569 of 840 European in Copenhagen', '#917 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Hadis Cafe,"Godthaabsvej 88, Frederiksberg, Copenhagen 2000 Denmark",4.5,11,$$ - $$$,['European'],"['#39 of 71 European in Frederiksberg', '#57 of 194 Restaurants in Frederiksberg']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Bagerdygtigt,"Istedgade 120, Copenhagen 1650 Denmark",4.0,25,$,"['Cafe', 'European', 'Contemporary']","['#231 of 402 Cafe in Copenhagen', '#918 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.0), ('Value', 3.5)]"
Tapa del Toro Tivoli,"Bernstorffsgade 1, Copenhagen 1577 Denmark",5.0,7,$,[],"['#919 of 1,971 Restaurants in Copenhagen']",[]
Green Room Restaurant & Bar,"Falkoner Alle 9, Frederiksberg, Copenhagen 2000 Denmark",4.0,20,$$ - $$$,"['French', 'International', 'European']","['#7 of 13 French in Frederiksberg', '#58 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Hvitfeldt Kaffe,"Peder Hvitfeldts Str 17 1.sal th., Copenhagen 1173 Denmark",4.5,12,$$ - $$$,[],['#89 of 138 Coffee & Tea in Copenhagen'],"[('Service', 4.5), ('Value', 4.5)]"
Restaurant India,"Hostrupsvej 2, Frederiksberg, Copenhagen 1950 Denmark",4.0,28,$$ - $$$,"['Indian', 'Vegetarian Friendly']","['#1 of 6 Indian in Frederiksberg', '#59 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0)]"
Impronta,"Oesterbrogade 93, Copenhagen 2100 Denmark",4.5,12,$,"['Cafe', 'Spanish', 'Deli']","['#234 of 402 Cafe in Copenhagen', '#921 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Nummer Fem CPH,"Kld. Graabroedretorv 5, Copenhagen 1154 Denmark",4.5,10,$$ - $$$,"['Italian', 'French', 'Cafe']","['#127 of 238 Italian in Copenhagen', '#922 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
"El Patrón, Tacos By Armando","Vesterbrogade 97, Copenhagen 1620 Denmark",4.5,14,$,['Mexican'],"['#16 of 39 Mexican in Copenhagen', '#923 of 1,971 Restaurants in Copenhagen']",[]
DEJ,"Halmtorvet 27 E, Copenhagen 1700 Denmark",3.5,57,$$ - $$$,"['Italian', 'Pizza', 'Neapolitan']","['#128 of 238 Italian in Copenhagen', '#924 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
VIET - NAM NAM,"Godthaabsvej 8, Frederiksberg, Copenhagen 2000 Denmark",4.0,37,$$ - $$$,"['Asian', 'Vietnamese']","['#7 of 15 Asian in Frederiksberg', '#60 of 194 Restaurants in Frederiksberg']","[('Food', 3.5), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Haps,"Fiolstraede 38, Copenhagen 1171 Denmark",4.0,22,$,"['International', 'Healthy', 'Vegetarian Friendly']","['#56 of 95 International in Copenhagen', '#925 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.5)]"
Café Vivaldi - Falkoner Allé,"Falkoner Alle 13, Frederiksberg, Copenhagen 2000 Denmark",3.5,96,$$ - $$$,"['Cafe', 'Vegetarian Friendly']","['#18 of 40 Cafe in Frederiksberg', '#61 of 194 Restaurants in Frederiksberg']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Alice Ice Cream and Coffee,"Markmandsgade 1, Copenhagen 2300 Denmark",5.0,8,$,['Cafe'],"['#238 of 402 Cafe in Copenhagen', '#926 of 1,971 Restaurants in Copenhagen']",[]
Gourmet street food n' soup,"Groennegade 36, Copenhagen 1107 Denmark",4.0,23,$,['Vegetarian Friendly'],"['#927 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 4.0), ('Value', 3.5)]"
Charlie Scotts Bar,"Skindergade 43, Copenhagen 1159 Denmark",4.5,19,$,"['Bar', 'Pub']","['#107 of 177 Bar in Copenhagen', '#928 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 4.0), ('Value', 4.0)]"
Neighbourhood,"Jaegersborggade 56, Copenhagen 2200 Denmark",5.0,7,$$ - $$$,"['Italian', 'Bar', 'Pizza']","['#129 of 238 Italian in Copenhagen', '#929 of 1,971 Restaurants in Copenhagen']",[]
CORK Vinbar,"Henrik Steffens Vej 2, Frederiksberg, Copenhagen 1866 Denmark",4.0,22,$$ - $$$,['French'],"['#8 of 13 French in Frederiksberg', '#62 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0)]"
Bistro Panpan,"Roskildevej 32 Inside The Copenhagen Zoo, Frederiksberg, Copenhagen 2000 Denmark",3.5,60,$$ - $$$,['Asian'],"['#8 of 15 Asian in Frederiksberg', '#63 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Halvandet,"Refshalevej 325, Copenhagen 1432 Denmark",3.5,47,$$ - $$$,"['Bar', 'Barbecue', 'European']","['#930 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Iki Sushi,"Aarhusgade 79, Copenhagen Denmark",4.0,22,$$ - $$$,[],"['#931 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Den Vandrette,"Havnegade 53A, Copenhagen 1058 Denmark",4.0,63,$$ - $$$,"['European', 'Wine Bar', 'Vegetarian Friendly']","['#575 of 840 European in Copenhagen', '#932 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Govindas,"Aaboulevard 7, Copenhagen 1635 Denmark",4.5,14,$,[],"['#933 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 5.0)]"
Quattro Fontane Due,"Falkoner Alle 42, Frederiksberg, Copenhagen 2000 Denmark",5.0,10,$$ - $$$,['Italian'],"['#12 of 22 Italian in Frederiksberg', '#64 of 194 Restaurants in Frederiksberg']","[('Food', 5.0), ('Service', 5.0), ('Value', 5.0)]"
Bon Bon Ice,"Andebakkesti 4, Frederiksberg, Copenhagen 2000 Denmark",4.5,13,,[],['#65 of 194 Restaurants in Frederiksberg'],[]
HovMester,"Skindergade 19, Copenhagen 1159 Denmark",5.0,6,$,"['Brew Pub', 'Bar', 'Cafe']","['#10 of 16 Brew Pub in Copenhagen', '#934 of 1,971 Restaurants in Copenhagen']",[]
The Bagel Co,"Ostergade 52, Copenhagen 1001 Denmark",4.0,27,$,['Vegetarian Friendly'],"['#935 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Beat Cafe,"Enghave Plads 13, Copenhagen 1670 Denmark",5.0,8,$$ - $$$,"['Bar', 'Cafe', 'European']","['#111 of 177 Bar in Copenhagen', '#936 of 1,971 Restaurants in Copenhagen']",[]
Bryggeri Skovlyst,"Skovlystvej 2, Copenhagen 3500 Denmark",3.5,284,$$ - $$$,"['Brew Pub', 'European', 'Scandinavian']","['#11 of 16 Brew Pub in Copenhagen', '#937 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 4.0)]"
Barabbas,"Store Kongensgade 34, Copenhagen 1264 Denmark",3.5,49,$$$$,"['Italian', 'Mediterranean', 'European']","['#130 of 238 Italian in Copenhagen', '#938 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.0)]"
PALAEO Pilestraede,"Pilestraede 32, Copenhagen 1112 Denmark",4.0,24,$,"['Cafe', 'Danish', 'Vegetarian Friendly']","['#244 of 402 Cafe in Copenhagen', '#940 of 1,971 Restaurants in Copenhagen']",[]
PALÆO Torvehallerne,"Roemersgade 18 Inside the Torvehallernre Food Market Hall #1, Copenhagen 1362 Denmark",3.5,192,$,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']","['#84 of 149 Fast Food in Copenhagen', '#939 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Kongens Bar,"Ny Adelgade 3, Copenhagen 1104 Denmark",4.0,18,$$ - $$$,[],"['#941 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 5.0), ('Value', 4.5)]"
Flyvergrillen,"Amager Landevej 290, Copenhagen 2790 Denmark",3.5,80,$,"['Bar', 'Fast Food', 'Barbecue']","['#112 of 177 Bar in Copenhagen', '#942 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 3.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Sushi Anaba,"Sandkaj 39, Copenhagen 2150 Denmark",5.0,6,$$$$,[],"['#943 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 5.0), ('Value', 5.0)]"
Bryggens spisehus,"Islands Brygge 18, Copenhagen 2300 Denmark",3.5,66,$$ - $$$,"['Bar', 'European', 'Pub']","['#113 of 177 Bar in Copenhagen', '#944 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Spisebar Knøw,"H.C. Andersens Boulevard 8, Copenhagen 1553 Denmark",5.0,6,$$ - $$$,"['European', 'Diner', 'Scandinavian']","['#581 of 840 European in Copenhagen', '#945 of 1,971 Restaurants in Copenhagen']",[]
Nagoya,"Soelvgade 84, Copenhagen 1307 Denmark",3.5,64,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']","['#49 of 103 Japanese in Copenhagen', '#946 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Normandie,"Skinnergade 22, Copenhagen 1059 Denmark",4.0,37,$$ - $$$,[],"['#947 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
Ali bageri,"Norrbrogade 211, Copenhagen 2200 Denmark",4.5,10,$,['Middle Eastern'],"['#29 of 55 Middle Eastern in Copenhagen', '#948 of 1,971 Restaurants in Copenhagen']",[]
Hygge Taste Of Denmark,"Gothersgade 8F, Copenhagen 1123 Denmark",4.5,8,$$ - $$$,"['European', 'Spanish', 'Danish']","['#583 of 840 European in Copenhagen', '#949 of 1,971 Restaurants in Copenhagen']",[]
La Sardegna,"Gullandsgade 2, Copenhagen 2300 Denmark",4.5,18,$,"['Italian', 'Pizza', 'Fast Food']","['#131 of 238 Italian in Copenhagen', '#950 of 1,971 Restaurants in Copenhagen']",[]
The Real Greek Reffen,"Refshalevej 167A, Copenhagen 1432 Denmark",4.5,10,$$ - $$$,['Greek'],"['#951 of 1,971 Restaurants in Copenhagen']",[]
Café Livingstone,"Sortedam Dossering 81, Copenhagen 2100 Denmark",3.5,117,$$ - $$$,"['Cafe', 'European', 'Contemporary']","['#247 of 402 Cafe in Copenhagen', '#952 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Frokostrestauranten 1971,"H.C. Oersteds Vej 28A, Frederiksberg, Copenhagen 1879 Denmark",5.0,6,,[],['#66 of 194 Restaurants in Frederiksberg'],[]
Pasteur,"Trianglen 7, Copenhagen 2100 Denmark",4.0,22,$$ - $$$,"['French', 'International', 'European']","['#59 of 96 French in Copenhagen', '#953 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 3.5), ('Value', 3.5)]"
Le Kaff,"Halmtorvet 46, Copenhagen 1700 Denmark",4.5,8,$,['Cafe'],"['#248 of 402 Cafe in Copenhagen', '#954 of 1,971 Restaurants in Copenhagen']",[]
Il Gabbiano,"Langeliniekaj 5, Copenhagen 2100 Denmark",3.5,47,$$ - $$$,"['Italian', 'Pizza', 'European']","['#133 of 238 Italian in Copenhagen', '#955 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Cafe cyprus,"Kalvebodbrygge 59, Copenhagen Denmark",3.5,54,$,"['Mediterranean', 'Greek', 'Middle Eastern']","['#80 of 109 Mediterranean in Copenhagen', '#956 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.0)]"
Promenaden 1932,"Frederiksberg Alle 58, Frederiksberg, Copenhagen 1820 Denmark",3.5,54,$$ - $$$,"['European', 'Contemporary', 'Danish']","['#43 of 71 European in Frederiksberg', '#67 of 194 Restaurants in Frederiksberg']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Kato Sushi,"Torvegade 22, Copenhagen 1400 Denmark",4.5,7,$$ - $$$,['Japanese'],"['#50 of 103 Japanese in Copenhagen', '#958 of 1,971 Restaurants in Copenhagen']",[]
Palace Hotel Restaurant,"Raadhuspladsen 57, Copenhagen 1550 Denmark",3.5,41,$$ - $$$,['Vegetarian Friendly'],"['#957 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.0)]"
Hahnemanns Køkken,"Sankt Kjelds Plads 14, Copenhagen 2100 Denmark",5.0,6,$$ - $$$,"['Cafe', 'European', 'Deli']","['#249 of 402 Cafe in Copenhagen', '#959 of 1,971 Restaurants in Copenhagen']",[]
Non Solo Trattoria,"Godthaabsvej 29, Frederiksberg, Copenhagen 2000 Denmark",4.5,12,$$ - $$$,"['Italian', 'Pizza', 'European']","['#13 of 22 Italian in Frederiksberg', '#68 of 194 Restaurants in Frederiksberg']",[]
Kuma,"Jagtvej 101, Copenhagen 2200 Denmark",4.0,18,$,['Japanese'],"['#52 of 103 Japanese in Copenhagen', '#961 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 4.0)]"
Fresh Sushi,"Bremensgade 77, Copenhagen 2300 Denmark",4.0,39,$$ - $$$,"['Japanese', 'Sushi', 'Asian']","['#51 of 103 Japanese in Copenhagen', '#960 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.0)]"
La Valenciana - Latin & Spanish Cuisine,"Frederiksborggade 37 Esta abierto, Copenhagen 1360 Denmark",4.0,49,$$ - $$$,"['Latin', 'Mediterranean', 'European']","['#19 of 29 Latin in Copenhagen', '#962 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.0)]"
1+1 Street Kitchen,"Enghavevej 5, Copenhagen 1674 Denmark",4.5,12,$,['Chinese'],"['#17 of 45 Chinese in Copenhagen', '#963 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 4.5), ('Value', 5.0)]"
Gaarden & Gaden,"Noerrebrogade 88, Copenhagen 2200 Denmark",3.5,27,$$ - $$$,"['Bar', 'European', 'Pub']","['#114 of 177 Bar in Copenhagen', '#964 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Cava Bar Mar y Montana,"Nikolajgade 18, Copenhagen 1068 Denmark",4.0,21,$$ - $$$,"['Barbecue', 'European', 'Spanish']","['#17 of 29 Barbecue in Copenhagen', '#965 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Mahalle Cph,"Birkegade 6, Copenhagen 2200 Denmark",3.5,49,$,"['Lebanese', 'Mediterranean', 'Middle Eastern']","['#6 of 12 Lebanese in Copenhagen', '#966 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.0), ('Value', 4.0)]"
Stefanos Pizza,"Stefansgade 33, Copenhagen 2200 Denmark",3.5,48,$,"['Italian', 'Pizza', 'Vegetarian Friendly']","['#134 of 238 Italian in Copenhagen', '#967 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 2.5), ('Value', 2.5)]"
Café Sweet Surrender,"Dybboelsgade 49, Copenhagen 1721 Denmark",4.0,13,$$ - $$$,[],"['#968 of 1,971 Restaurants in Copenhagen']",[]
Bear Slice,"Larsbjoernsstraede 25, Copenhagen 1454 Denmark",4.5,8,,['Vegetarian Friendly'],"['#969 of 1,971 Restaurants in Copenhagen']",[]
Kahyt & Kaffe,"Skibbroen 2, Copenhagen 2450 Denmark",5.0,9,,['Cafe'],"['#250 of 402 Cafe in Copenhagen', '#970 of 1,971 Restaurants in Copenhagen']",[]
Restaurant Sanchez Copenhagen,"Istedgade 60, Copenhagen 1650 Denmark",3.5,177,$$ - $$$,"['Mexican', 'Latin', 'Vegetarian Friendly']","['#17 of 39 Mexican in Copenhagen', '#971 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 2.5)]"
Roots Cafe,"Robert Jacobsens Vej 72A, Copenhagen 2300 Denmark",4.5,7,$$ - $$$,['International'],"['#59 of 95 International in Copenhagen', '#972 of 1,971 Restaurants in Copenhagen']",[]
La Tradizionale Pizzeria,"Fasanvej 9, Copenhagen Denmark",4.5,20,$,"['Italian', 'Pizza', 'European']","['#135 of 238 Italian in Copenhagen', '#973 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
a roii,"Guldbergsgade 21, Copenhagen Denmark",4.0,36,$$ - $$$,"['Asian', 'Thai']","['#150 of 226 Asian in Copenhagen', '#975 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Noodle House,"Abel Cathrines Gade 23, Copenhagen 1654 Denmark",3.5,37,$$ - $$$,"['Chinese', 'Asian']","['#18 of 45 Chinese in Copenhagen', '#974 of 1,971 Restaurants in Copenhagen']","[('Food', 3.0), ('Service', 3.0), ('Value', 3.0)]"
Sithep,"Skt. Peders Straede 27, Copenhagen 1453 Denmark",3.5,59,$$ - $$$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#151 of 226 Asian in Copenhagen', '#976 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Dahl & Dahl,"Dronningens Tvaergade 6 Kld, Copenhagen 1302 Denmark",4.0,42,$$ - $$$,[],"['#977 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Kiin Kiin Tok Tok,"Vesterbrogade 55B, Copenhagen 1620 Denmark",3.5,31,$$ - $$$,"['Asian', 'Thai']","['#152 of 226 Asian in Copenhagen', '#978 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
The Tipsy Mermaid,"Havnegade 50, Copenhagen 1058 Denmark",4.5,8,,['Pub'],"['#75 of 132 Pub in Copenhagen', '#979 of 1,971 Restaurants in Copenhagen']",[]
Kjær Sommerfeldt,"Gammel Mont 4, Copenhagen 1117 Denmark",4.5,8,,"['Bar', 'Pub', 'Wine Bar']","['#115 of 177 Bar in Copenhagen', '#981 of 1,971 Restaurants in Copenhagen']",[]
Taste of Thai,"Borgergade 18, Copenhagen 1300 Denmark",4.0,41,$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#153 of 226 Asian in Copenhagen', '#980 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.0), ('Value', 3.5)]"
